,Likes,Likes,Likes,Likes,Likes,Likes,Likes,Likes,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Shares,Shares,Shares,Shares,Shares,Shares,Shares,Shares,Love,Love,Love,Love,Love,Love,Love,Love,Wow,Wow,Wow,Wow,Wow,Wow,Wow,Wow,Haha,Haha,Haha,Haha,Haha,Haha,Haha,Haha,Sad,Sad,Sad,Sad,Sad,Sad,Sad,Sad,Angry,Angry,Angry,Angry,Angry,Angry,Angry,Angry,Care,Care,Care,Care,Care,Care,Care,Care,Post Views,Post Views,Post Views,Post Views,Post Views,Post Views,Post Views,Post Views,Total Views,Total Views,Total Views,Total Views,Total Views,Total Views,Total Views,Total Views,Total Views,Total Views,Total Views,Total Views,Total Views,Total Views,Total Views,Total Views,Total Views For All Crossposts,Total Views For All Crossposts,Total Views For All Crossposts,Total Views For All Crossposts,Total Views For All Crossposts,Total Views For All Crossposts,Total Views For All Crossposts,Total Views For All Crossposts
,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max
Facebook_Id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
058bd86861262fa71733f8515c34b729d9ebcad3d318e2a133a6c572dd80ba0b,210.0,59.04761904761905,78.74522918060406,5.0,21.0,37.0,59.0,551.0,210.0,26.34285714285714,42.857352927259136,0.0,7.0,14.0,27.0,425.0,210.0,5.304761904761905,6.926302146621458,0.0,2.0,4.0,6.75,73.0,210.0,5.085714285714285,8.864869956396094,0.0,1.0,2.0,6.0,71.0,210.0,0.21904761904761905,0.5530420851624324,0.0,0.0,0.0,0.0,4.0,210.0,7.166666666666667,14.572236607494972,0.0,2.0,4.0,7.0,134.0,210.0,0.6238095238095238,3.014542862803446,0.0,0.0,0.0,0.0,40.0,210.0,0.9238095238095239,2.1216371673227545,0.0,0.0,0.0,1.0,14.0,210.0,1.019047619047619,5.550086774408415,0.0,0.0,0.0,1.0,71.0,210.0,251.93809523809523,1261.1659149568645,0.0,0.0,0.0,273.75,17218.0,210.0,279.75714285714287,1307.2949217787636,0.0,0.0,0.0,287.75,17606.0,210.0,279.75714285714287,1307.2949217787636,0.0,0.0,0.0,287.75,17606.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278df0e37b61bf8a5a6374873b38faddd50fffea73eaeb55c3c6240f79d1ba9f,23.0,6.260869565217392,16.05733304954567,0.0,0.5,2.0,3.5,78.0,23.0,3.8260869565217392,9.679651448988908,0.0,0.0,0.0,1.5,43.0,23.0,0.4782608695652174,0.7902568752334616,0.0,0.0,0.0,1.0,3.0,23.0,0.5217391304347826,0.9940534656094301,0.0,0.0,0.0,1.0,4.0,23.0,0.2608695652173913,1.0538842141140998,0.0,0.0,0.0,0.0,5.0,23.0,2.5652173913043477,10.166013283827466,0.0,0.0,0.0,0.0,48.0,23.0,0.13043478260869565,0.6255432421712241,0.0,0.0,0.0,0.0,3.0,23.0,0.8695652173913043,3.9577811486429306,0.0,0.0,0.0,0.0,19.0,23.0,0.17391304347826086,0.650326764931116,0.0,0.0,0.0,0.0,3.0,23.0,7.608695652173913,30.968810013881534,0.0,0.0,0.0,0.0,149.0,23.0,8.869565217391305,31.46759422272392,0.0,0.0,0.0,0.0,150.0,23.0,8.869565217391305,31.46759422272392,0.0,0.0,0.0,0.0,150.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,9013.0,172.3967602352158,1440.59471298259,0.0,14.0,34.0,99.0,83391.0,9013.0,39.67602352157994,265.4243932284953,0.0,3.0,10.0,32.0,18094.0,9013.0,34.54399201153889,516.2747945990593,0.0,1.0,4.0,13.0,28313.0,9013.0,13.485188061688673,303.00110546802887,0.0,0.0,0.0,2.0,22342.0,9013.0,2.937423721291468,12.670894418112317,0.0,0.0,1.0,2.0,608.0,9013.0,36.4215022744924,435.965231986686,0.0,0.0,1.0,6.0,32351.0,9013.0,3.0122045933651393,38.11405760033311,0.0,0.0,0.0,1.0,2905.0,9013.0,10.630866526128925,42.37691098531597,0.0,0.0,0.0,8.0,2244.0,9013.0,1.6223233107733275,22.924358887884658,0.0,0.0,0.0,0.0,1042.0,8303.0,503.37010719017223,26575.490659424646,0.0,0.0,0.0,0.0,2129389.0,8303.0,823.9721787305793,32897.35377745039,0.0,0.0,0.0,0.0,2362073.0,8303.0,823.9721787305793,32897.35377745039,0.0,0.0,0.0,0.0,2362073.0,8303.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
